Section/Column,Name,Notes
Email Templates,Exchange Request Template,"Hi [customer name],
 
Order: #[insert existing order number]
 
Thank you for your email.
 
Regarding changes to existing purchases, we are able to offer the following options:

1. Exchange the tickets into any other MSO Concerts taking place before 31 Dec 2025 - including other available dates for the booked concert
    Exchanges can be initiated up to 3 hours prior to the concert start time. As a Patron | MSO Guardian | Subscriber | Gold Friend of the MSO | Student Member, you do not incur exchange fees.
    or
    Exchanges can be initiated up to 3 hours prior to the concert start time and incur a $15 per ticket exchange fee.
    Once started, an exchange must be finalised within three business days. If the exchange is not finalised within three business days, any seats we are holding for you will be released and the current exchange request will be considered void.
    If the new concert/date you select is cheaper than your existing ticket value + exchange fees, the excess value will be absorbed as part of the transaction.
    If the new concert/date is more expensive than your existing ticket value, the additional balance must be paid to finalise the exchange.
    The selected concert must be ticketed by MSO and not via an external third-party (e.g. Ticketek, regional touring venue).
2. Pass the tickets to a friend or family member
    You can email the existing eTickets or provide the physical tickets to another person.
3.   Donate the value of the tickets to the MSO
    You will be provided a receipt for tax purposes detailing the value donated.
As per our https://aus01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.mso.com.au%2Fterms-and-conditions&data=05%7C02%7Cboxoffice%40mso.com.au%7C0e4d6de7c95242f8710308dd208ea184%7Cf57b519ecbed4e6ab26bed123e5786de%7C0%7C0%7C638702519132907968%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=OjhyT6JgkVu4pt%2FO8CBlblaGlcW5RpgNDhT8XeuXe6Y%3D&reserved=0: Tickets are non-refundable unless an event is cancelled, rescheduled or significantly re-located, as outlined in the https://aus01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fliveperformance.com.au%2Fwp-content%2Fuploads%2F2020%2F11%2FLPA-Ticketing-Code-Industry-Code-8th-edition-FINAL.pdf&data=05%7C02%7Cboxoffice%40mso.com.au%7C0e4d6de7c95242f8710308dd208ea184%7Cf57b519ecbed4e6ab26bed123e5786de%7C0%7C0%7C638702519132925951%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=sYBjexOw9jgl069%2FK0bN1uGpEl8cmBgSirEvZbvapJI%3D&reserved=0. All ticket sales are final and non-refundable once the order has been processed.
 
Please let us know if you have any further questions or how you wish to proceed.
 
Yours in Music,

[Your name]"
Email Templates,Exchange Order Template,"Hi [Customer Name],
 
Order: #[insert original order number]
 
I have reserved the following seats:
 
Order: #[exchange order number]
[Concert Title]
[Day Date, Time]
[Seating Area | Price Reserve | Row [x] | Seats [x-xx]
Ticket Price: 2 x Standard/Concession @ $99ea
Exchange fees x 2: $30
---
Total Difference (if amount owing): $x 
  
Option 1 (amount equal or lower than original ticket price): I have been able to secure the same seats as you had originally/ These are the best available seats in an equivalent price reserve. There is no additional cost required to process these tickets. Please confirm this seating is suitable to proceed with the exchange.  
  
Option 2 (amount owing): To finalise this exchange, please confirm you approve the amount of $x (inc. exchange fees) charged to the VISA/Mastercard/AMEX used for the original purchase. If you wish to provide alternative payment details, please call the MSO Box Office on 9929 9600 and quote order number: #[exchange order number]. 
Do not send your credit card details via email.
 
Your exchange will be held, pending finalisation, until 5pm [3 business days -> Day Date Year]. After this time, these tickets will be released, and this exchange request will be considered null and void. 
 
Yours in music,

[Your name]"
Email Templates,Feedback Response Template,"Dear XX,
 
Thank you for taking the time to write to us at the Melbourne Symphony Orchestra.
 
Your feedback is valuable to us and has now been passed on to the relevant team for their reference. *IF SUPERVISOR/MANAGER RESPONSE IS REQUIRED, please add in: We aim to respond to all feedback within 10 business days.
 
Yours in Music,"
Email Templates,Finalising Exchange Template,"Hi [Customer Name],
 
Order: #[insert order number]
 
Thank you for getting back to us.
 
Option 1: (If exchange has been finalised) I have now finalised that exchange. You will receive an order confirmation detailing the exchange followed by a second email with your new ticket/s. These two emails should arrive within two hours.
 
Option 2: (If they donated) Thank you for your generous donation to the MSO! As a not-for-profit organisation and registered charity, contributions like yours allow us to continue making music across Victoria. Your donation receipt for $x will be issued by our Philanthropy Team within the next few days.
 
If you can't see either or both of these emails in your inbox after two hours, please check your junk/spam folders, searching for emails from boxoffice@mso.com.au. If they are still not showing, please let us know.
 
We look forward to seeing you in the concert hall soon.
 
Yours in Music,

[Your name]"
Email Templates,Overdue Instalment Templates,"See Subtasks for each email template

Date
Action
Date instalment declined
Call and email 1st Notice template with due date of following Thursday
Following Thursday (one week after due date)
Call and Email 2nd Reminder template applying $10 delayed payment fee
Following Monday (two business days after 2nd reminder)
Email Final Reminder template - Subscription will be cancelled on Thursday
Following Thursday (two weeks after Instalment due)
Speak with Manager. Cancel Subscription. Refund any balance paid. Email with Subscription cancelled template


"
,Overdue Instalment: 1st Notice,"Hi [Customer Name],

Order: #[insert order number]

I hope this email finds you well. 

I'm contacting you as an instalment payment for your 2025 subscription, which was scheduled for today, has been declined.

If your credit card details have changed, please phone the Box Office at your earliest convenience to advise of the updated card details. Please note we cannot accept any credit card details via email for security purposes.

Our Box Office number is (03) 9929 9600 and our phone lines are open Monday-Friday, 10am-5pm.

If you need to ensure that there are available funds in the account, please advise us via return email when we can try the payment again.

Please pay before 5pm [Following Thursday -> Thursday, Day Date Year] to avoid a $10 delayed instalment fee.

The remaining instalments for your order will be charged on:
    Friday, [Day Month Year]
    Friday, [Day Month Year]

We hope to see you back in the hall soon!

Yours in Music,

[Your name]"
,Overdue Instalment: 2nd Reminder,"Hi [customer name],

Reminder: Overdue Instalment for 2025 Subscription

I am following up on the email we sent last week regarding the $XXX instalment payment for your 2025 subscription which was scheduled for 6 September 2024 and declined.

As we have not heard from you, a $10 delayed instalment fee has now been added to your order.

If you need to ensure that there are available funds in the account, please advise us via return email when we can try the payment again.

If your credit card details have changed, please phone the Box Office on (03) 9929 9600 between 10am – 5pm (M-F) at your earliest convenience to advise of the updated card details. Please note we cannot accept any credit card details via email for security purposes.

The remaining instalments for your order will be charged on:
    Friday, [Day Month Year]
    Friday, [Day Month Year]

Please pay before 5pm [Following Thursday -> Thursday, Day Date Year] to avoid the cancellation of your Subscription.

Yours in Music,

[Your name]"
,Overdue Instalment: Final Reminder,"Hi [customer name],

Order: #[insert order number]

Final Reminder: Overdue Instalment for 2025 Subscription
 
Please call the MSO Box Office on 9929 9600 by 5pm Thursday [Day Date Year] to finalise your payment of $XXX (inc. $10 delayed instalment fee).
 
If we have not heard from you by this time, we will be cancelling your subscription order.
 
Our thanks for your prompt attention.
 
Yours in Music,

[Your name]"
,Overdue Instalment: Subscription Cancelled,"Hi [Customer Name],

Order: #[insert order number]

Notification: 2025 Subscription Order Cancelled

Unfortunately, as we have not heard from you, we have now cancelled your 2025 subscription as outlined in our previous email.

 We have also refunded the paid balance your order ($XXX) back to the VISA/Mastercard/AMEX used for the purchase. Please note the returned funds may take up to five business days to show in your bank statement.
 
Please let us know if you have any further questions. 

Yours in Music,

[Your name]"
Email Templates,MSO.Live Login Issues Template,"MSO.LIVE customer access (including staff complimentary access) will end 11.59pm 28 Feb, 2025. More information on its discontinuation and what has been communicated to customers about it can be found https://app.asana.com/0/1206369590338123/1206491389741409/f.

Hi XXXX,

Thank you for reaching out to us. 

I’m sorry to hear that you’re experiencing difficulties logging into your MSO.Live account. 

I have just sent you a separate email containing a link to reset your MSO.Live password. Once you’ve updated your password, please try following these steps 

    Open MSO.Live in your browser https://www.mso.live/
    Click on the “Sign In” button in the top right-hand corner
    Try logging in your email address and updated password

If you’re still having difficulty logging in after this, please let us know so we can investigate further. 

Yours in Music,


"
Email Templates,Ticket Change Declined Template,"Hi [Customer Name],

Order: #[insert order number]

Thank you for contacting us today. We are sorry to hear you were unable to attend our recent concert: [insert name].
 
In line with our https://aus01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.mso.com.au%2Fterms-and-conditions&data=05%7C02%7Cboxoffice%40mso.com.au%7Cf6be2d4b66444396b26d08dd20a6f17d%7Cf57b519ecbed4e6ab26bed123e5786de%7C0%7C0%7C638702623560287816%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=KyNatxA1zG43ReFfikD6CsLl7aJ0qCRneL9DAvKomRw%3D&reserved=0, we require at least 3 hours' notice before the beginning of the concert to issue any type of exchange or credit.
 
As your email advising us that you could not attend was delivered after this time, unfortunately, we are unable to offer a credit or exchange to a different performance. We apologise that we are not able to assist you further at this time.
 
Please do not hesitate to contact us with any further queries or concerns.

Yours in Music,

[Your Name]"
Email Templates,Return to Sender Template,"Hi [Customer Name],

I hope this email finds you well. 

We're just reaching out from the Melbourne Symphony Orchestra Box Office as we have recently attempted to mail out some correspondence that has been returned to us in the post.

If you would like to update your postal address with us to continue to receive correspondence from the MSO via post, please phone the Box Office on (03) 9929 9600 or respond to this email with your updated address details.

Our Box Office phone lines are open Monday to Friday, 10am-5pm. If you would prefer going forward to receive correspondence from the MSO only by email, we are happy to adjust this for you - please just let us know.

Thank you and we look forward to hearing from you,
Yours in Music,

[Your name]"
Email Templates,Student Membership Ticket Issues Template,"Hi [Name],

Thank you for reaching out.

Sorry to hear you are having issues accessing your Student Member tickets!

I have included the standard process to access $25 Student Member tickets below which will assist you in accessing your discounted tickets.

The process to secure your Student Member ticket is as follows: 
    Log in to your account using the email address attached to your membership
    Navigate to the https://aus01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.mso.com.au%2Fstudent-memberships%2Fstudent-member-concerts&data=05%7C02%7Cboxoffice%40mso.com.au%7C33fb483056454bd6bc5508dc58fb2380%7Cf57b519ecbed4e6ab26bed123e5786de%7C0%7C0%7C638483082866523923%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=H0DlGWiAMKGAqCzzP5ghoPpqkXHXtao43dEtsWvs1%2Bw%3D&reserved=0*
    Select a seat in C or D reserve (purple or yellow seats on the seat map)
    Add the ticket to your cart as a 'Standard' ticket
    Navigate to your Cart to see your ticket
        If it is your first ticket after purchasing your membership, the complimentary price will automatically apply at this point
         For subsequent tickets, the $25 student price will automatically apply to the eligible tickets at this point
*Please note that the Student Member price is subject to availability and may be removed from concerts with little or no notice. We encourage booking ahead to avoid missing out.

If you experience any further issues accessing your student member tickets, please provide the following information:
    The name and date of the concert you were trying to book
    At which step above the issue occurred
    Details of the issue you experienced
    What browser you are using to access the website.
You can also book Student Member tickets over the phone with us at the Box Office on 03 9929 9600 (10-5, M-F).

Please let us know if we can be of any further assistance. We hope to welcome you to the concert hall soon.

Yours in Music,

"
Email Templates,Subscription Seating Upgrade Request Template,"Hi [Customer Name],

I hope this message finds you well. We're reaching out to provide you with an important update regarding your seating request for the 2025 XXXX Series. We appreciate your patience, and we wanted to inform you that the seats you requested /OR/ similar alternatives to the seats you requested are now available.

We've placed Row XX | Seat/s XX in the Stalls/Circle/Balcony on hold for you in Order #XXXX. These seats will be held for you for one week from today. This timeframe allows you to take your time in deciding whether you'd like to accept these newly available seats or continue with your current ones. 

Please be aware that, after the one-week period, we may need to release these seats to accommodate other interested patrons.

Your continued support of the Melbourne Symphony Orchestra is greatly appreciated, and we look forward to having you join us for the 2025 season, which promises to offer a wonderful program.

If you have any questions or require assistance with your seating selection, please do not hesitate to contact us at 9929 9600 during business hours.

Yours in Music,

[Your Name]"
Email Templates,Bring a Friend Query Template,"Hi [Customer Name],

Thank you for reaching out.

I have included the standard process to access your Bring a Friend ticket/s below which will assist you in booking your discounted tickets.

CHOOSE RELEVANT OPTION:
As a Gold Friend of the MSO, you are entitled to two complimentary tickets in A-D Reserve (i.e. seats marked red, green, purple or yellow on the seat map).
As a Silver Friend of the MSO, you are entitled to one complimentary ticket in A-D Reserve (i.e. seats marked red, green, purple or yellow on the seat map).
As an Under 35 Friend of the MSO, you are entitled to one complimentary ticket in B-D Reserve (i.e. seats marked green, purple or yellow on the seat map).

    Log in to your account using the email address attached to your membership
    Navigate to the https://aus01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.mso.com.au%2Ffriends-of-the-mso%2Fmember-concerts&data=05%7C02%7Cboxoffice%40mso.com.au%7C94c1f24c22d14931788b08dd209be382%7Cf57b519ecbed4e6ab26bed123e5786de%7C0%7C0%7C638702576092489523%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=Gv4u7LyKuC1gudGfdsoREjaim9A6ihBciV2BkDesekQ%3D&reserved=0*
    Select a concert from the list and navigate to the seat selection screen
    Ensure Promo Code: FRIEND25 on showing left hand side of screen down in the black banner or enter it if it is not visible
    Select a seat in A-D Reserve OR B-D reserve 
    Add the ticket/s to your cart as a 'Standard' ticket
    Navigate to your Cart to see your ticket/s
        The complimentary price should show in your cart
         Subsequent tickets above the complimentary ticket maximum will show their price accordingly.
        
*Please note that the concerts are subject to availability for price reserves and may be removed with little or no notice. We encourage booking ahead to avoid missing out.

If you experience any further issues accessing your Bring a Friend tickets or relevant offers, please provide the following information:
    The name and date of the concert you were trying to book
    At which step above the issue occurred
    Details of the issue you experienced
    What browser you are using to access the website.
Of course, you are always welcome to call and we can organise your booking over the phone via Box Office on 03 9929 9600 (10-5, M-F).

Yours in Music,

[Your Name]"
Email Templates,U35 Membership Ticket Issues,"Hi [Name],

Thank you for reaching out.

I have included the standard process to access $35 member tickets below which will assist you in accessing your discounted tickets.
    Log in to the MSO website using your email address
        Please use 'forgot password' to establish a password if this is your first time logging in
    Navigate to the https://aus01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.mso.com.au%2Ffriends-of-the-mso%2Fu35-member-concerts&data=05%7C02%7Cboxoffice%40mso.com.au%7C8669da879c534e0e362c08dcdc300d07%7Cf57b519ecbed4e6ab26bed123e5786de%7C0%7C0%7C638627346140085900%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&sdata=sThPmYuwinmv%2BmhRzUHaaLQ%2B0QE5%2FRnjT6qUQ2jHp4o%3D&reserved=0* and click on your selected concert
    Select up to two seats in B-D Reserve (green, purple or yellow seats on the seat map)
    Add the ticket to your cart as a 'Standard' ticket
    Add any additional tickets you want to purchase as a 'Standard' ticket
    Navigate to your Cart to see your ticket/s
         The $35 member price will automatically apply to the eligible tickets at this point
*Please note that the concerts are subject to availability for price reserves and may be removed with little or no notice. We encourage booking ahead to avoid missing out.

If you experience any further issues accessing your U35 member tickets or relevant offers, please provide the following information:
    The name and date of the concert you were trying to book
    At which step above the issue occurred
    Details of the issue you experienced
    What browser you are using to access the website
Of course, you are always welcome to call and we can organise your booking over the phone via Box Office on 03 9929 9600 (10-5, M-F).

Please let us know if we can be of any further assistance. We hope to welcome you to the concert hall soon.

Yours in Music,

[Your Name]"
Email Templates,Pre-fill Donation Complaints,"NOTE: This is for donation pre-fill complaints if they haven’t accidentally donated and are passing feedback by principle
 
Hi ___
 
Thank you for your feedback. We apologise for any ambiguity caused by online donations module.
 
I have passed on your feedback to management. While, as a non-for-profit, we appreciate donations, we certainly never expect them from our customers.
 
I’m sorry that this dissuaded you from attending our upcoming ____  performance, as it is never our intention to impose additional expenses on customers (particularly considering rising cost of living expenses).
 
I can assure you that we’re in the process of reviewing this, as good business practices and trust from our customers is one of the MSO’s highest priorities.
We hope to see you in the hall again soon.
 
Yours in music,"
Tessi V16,Wordfly Custom Screen Delay,"There is a 3-7 second delay loading anything in the Wordfly custom screen, including clicking between pages/viewing emails etc."
Tessi V16,Searching Customers by Phone Number,Begin the search with a #
Tessi V16,CSIs with a Performance/Package,"An Exchange -> Performance Change CSI should always have the performance they're coming out of

A Hold Seats Until → Exchange Request CSI should always have the performance we're holding seats for

----------------------------------------

Due to a known defect, searching for a performance/package to add to a CSI and just selecting the season it belongs to only returns 10 (max) results. To find the correct performance make sure you use a keyword from the title.

https://app.asana.com/app/asana/-/get_asset?asset_id=1208623806746914



"
Tessi V16,Can't see any CSIs on an account?,"https://app.asana.com/app/asana/-/get_asset?asset_id=1206333975520719

Use the Include Closed Issues toggle!"
Tessi V16,Tessitura Version 16 Help System,https://www.tessituranetwork.com/Help_System_v160/Landing.htm
Tessi V16,V16 Header Icons,"Old Icon
New V16 Icon

https://app.asana.com/app/asana/-/get_asset?asset_id=1206378062425428

Open CSI's

https://app.asana.com/app/asana/-/get_asset?asset_id=1206378062425430




https://app.asana.com/app/asana/-/get_asset?asset_id=1206378062425432

Concession Card Holder

https://app.asana.com/app/asana/-/get_asset?asset_id=1206378062425434




https://app.asana.com/app/asana/-/get_asset?asset_id=1206378062425436

Access: Wheelchair User

https://app.asana.com/app/asana/-/get_asset?asset_id=1206378062425438




https://app.asana.com/app/asana/-/get_asset?asset_id=1206378062425440

Return to Sender

https://app.asana.com/app/asana/-/get_asset?asset_id=1206378062425442



Student Member
no previous icon

https://app.asana.com/app/asana/-/get_asset?asset_id=1206413335898676



ACM Import Order -
customer has an imported 
ACM order with a performance
within the next month or the 
previous month

https://app.asana.com/app/asana/-/get_asset?asset_id=1206490431346138




A reference of what the icons in V16 relate to. The old icons still appear on the order window and as such will be updated to match the new icons moving forward."
Tessi V16,Tessitura Version 16 Reference Videos ,"Tessitura Version 16 Reference Videos, courtesy of Sarah and Michelle

    https://www.loom.com/share/21a81b03baed497aa28f2f619b5c3378?sid=9a6de6c9-a617-4b51-9a95-f44aa672ddc4
    https://www.loom.com/share/283a06c538954a3db4b82f32203b3284?sid=07088457-4659-4d59-b0c0-e51a531eb45b
    https://www.loom.com/share/9842f7faee0147b2ba1f52f5af4f0189?sid=7bd2bc80-5cd4-4060-8646-16e27c5cfd6d

    https://www.loom.com/share/2a73cbca58cc4fe5833417077bc5af95?sid=6850d1bb-1f83-4b98-a8d6-5511de164323
    https://www.loom.com/share/2ff18a97e2ee403ca9e743285c7081fe?sid=ee8e44d4-0afd-4a27-b187-bfe6516b3011
    https://www.loom.com/share/2e0042e6a21b4ef58399ff45139f0ed0?sid=e89e598d-0380-4862-b70e-69fa11482135
"
Tessi V16,Tessitura Web Login Page,"Tessitura Web Log-in: https://melso0auvicwebprod.tnhs.cloud/tessitura/Login
Username: tnhs\citrix username (e.g scamm377)
Password: Citrix password

**You will need to sync an authenticator app (e.g Google Authenticator) with the QR code for your log in. "
Ideas/Things to Add,Update wording around Hearing devices and T-coil/ Telecoil at Plenary,"Hi XX,
We are writing to you regarding your tickets to Man From Snowy River in concert, Sat 3/8/24, 7.30pm.

You are receiving this email as when purchasing tickets, you indicated that someone attending may need the hearing loop. We're just getting in touch to see whether there’s anything we can do to ensure that you have an easy and enjoyable experience with us.
I can confirm that all the seats in The Plenary (the concert venue) is able to access the hearing loop. If you already have a Telecoil (T-coil) hearing aid, then you should be able to tune into the hearing loop yourself. Alternatively, if you would like to borrow a closed loop hearing assistance device, neck loops and portable receivers are available for loan (free of charge), from MCEC Concierge desks on the ground floor. If you wish to loan a device, on the day of the concert please let the MCEC staff know at the concierge desk on the ground floor.
If you would like to go over any further details, please don’t hesitate to reach out via phone on (03) 9929 9600 between 10am – 5pm on weekdays. Alternatively, you can reply to this email, and we'll do whatever we can to accommodate your needs.

Kind regards,"
Ideas/Things to Add,Seat map for Melbourne Town Hall,
Ideas/Things to Add,Get a neat line explaining what Mob Tix are ,
Ideas/Things to Add,MSO.Live troubleshooting,"Is this PDF up to date?

"
Ideas/Things to Add,Add Calendy Link,https://calendly.com/msoboxoffice/subscriptions2024?month=2023-04&utm_source=wordfly&utm_medium=email%20&utm_campaign=MKT_PERF_S24_FridayNight_change&utm_content=version_A&sourceNumber=
Ideas/Things to Add,Google Pixel / HowScan procedure & screenshots,https://melbourneso-my.sharepoint.com/:w:/g/personal/harveys_mso_com_au/EVX6VnNplJRKsO3rovWSBX8BXUoqlAwq9NmQXX0C0ra6sg?e=ceeNKC
Ideas/Things to Add,Add/Update Geelong Exchange details - we now have a Geelong Seating Allocation!!,
Ideas/Things to Add,Email templates,
Ideas/Things to Add,Exchanges section,
Ideas/Things to Add,Answers about Amenities at Hamer ,"Directions for customers:

""Where is the viewing room?""
""Where is the cloakroom?""
""What is the easiest way to access Hamer from the ACM car park?""

"
Ideas/Things to Add,Need link + Details to Emirates Discount ,
Ideas/Things to Add,Household Operations,"https://app.asana.com/app/asana/-/get_asset?asset_id=1207227873355917

To include - > The groovy function to move Transaction to Househould
(It's different in Version 16 - see above image)"
Ideas/Things to Add,General Access Information,Specifically noting here so we can add in that ACM are not able to push wheelchairs - customers can borrow but will need to bring someone else to assist
Ideas/Things to Add,Processing in person merch orders,
Ideas/Things to Add,Access (all types) bookings,"    Types of questions to ask
    What needs to be in an access CSI
    What happens to the venue
    Specific information per venue

See: https://app.asana.com/0/1206369590338123/1207201055097028/f"
,Review,
Ideas/Things to Add,Review and update these groovy banner instructions,"Here's some brilliance I made earlier.

https://melbourneso.sharepoint.com/:w:/s/MarketingSales2/ETzRMEGtXaxMiX8-ZbHGG2EBqqoY8QPI7p-et6JaqXxOPw?e=Eb45Z2

Need to make sure these instructions are succinct and up-to-date (fool-proof even)

(We'd love to be able to share these instructions with other departments, so they can learn how to erect our banners without breakages happening) 🙃"
Ideas/Things to Add,Update Exchange details about West Gippsland and Frankston Arts Centres (short answer is - we don't exchagne),"West Gippsland (and Frankston) Arts Centres have different revenue plans with us, that mean we can't exchange tix.
We might be able to offer a customer a Gift Card/ Credit for our future events, but they'll have to purchase the West Gippsland ticket independently."
Ideas/Things to Add,Do student tickets need to be collect at venue?,"Do student tickets need to be collect at venue?

Who hands them out - us or ACM?"
Ideas/Things to Add,Access outbounds and CSI updating,"Helloww, I was thinking it would be good to have a set procedure for CSI's for our access out bounds and following up on them. 

I've noticed sometimes when we do out bounds we don't even create a CSI, sometimes we just send emails or call and then delete the special request. 
In some other cases I've also seen that when doing the out bounds we will make a CSI with the 'ISSUE TYPE'  under 'Access requirements' and then there will be a long list of updates with different dates and different attendants, until finally there will be a decision whether or not we do or don't need for ACM to prepare something. 
I have also noticed when starting off with a CSI under 'Access requirements' from the beginning. That sometimes when we get an email confirmation from the customer of what arrangement they will need, that an attendant will simply just delete the email but not update the CSI or even  reply the customer, as it might seem that there is already an access CSI prepared and it is assumed that the arrangements are noted. 

I was wondering if it might be advisable and more clear for both our team and ACM if when doing the out bounds we always could start off with a CSI with an 'ISSUE TYPE' under 'Note/Comment' and that's where we can write up our follow ups, and then only once its confirmed the customer has an actual need for us to prepare additional arrangements then we make the fresh and clean Access CSI. 

Would be good to clear up what is the best procedure for us all to follow. (Hope I've made sense)"
Ideas/Things to Add,How to respond to Donation pre-fill complaints,Should we create a template to the complaint so we have a consistent de-escalated response across the board? - Sasha
Ideas/Things to Add,Correct price types when processing an order,Re difference between Add Su - Sub - Stand as they can confuse!
Ideas/Things to Add,Instructions how to add ememberships,
Ideas/Things to Add,Detailed explanation of when to leave a Hold Until CSI,
Ideas/Things to Add,Make notes on using Box Office (+) holds,"Stop using them!!!
When you put a hold on a seat, it stops customers buying them on the website. 
We’ve been put (+) holds in and forgetting to remove them – BAD!
This is an incorrect way to hold seats – use an Unpaid order and a Hold Until CSI

The only scenario where we should be putting seats on (+) holds is when the seats are stuck in a customer's cart on the website and there's a reasonable chance they'll get nabbed in the next 10 minutes. You should be staying on the call with the customer while you're using the hold and releasing as you place the seats. 

EVEN THEN, we have to release the holds once the transaction is finalised"
Ideas/Things to Add,"Add image examples to Regular CSIs, Access CSIs, Exchanges and Credit Requests","Use slides from the https://melbourneso.sharepoint.com/:p:/s/MarketingSales2/EdV7KzZ2yjZDr_n3--nHOrsBLhvYquPpbUw3Lr4CAMO7Hg?e=pedXsC

Update the images in the following Tasks in the Asana manual:

https://app.asana.com/0/1206369590338123/1206816294714766/f
https://app.asana.com/0/1206369590338123/1207808243943684/f
https://app.asana.com/0/1206369590338123/1206500621771636/f
https://app.asana.com/0/1206369590338123/1206500621771640/f"
Ideas/Things to Add,Add Carer Card details to the Concessions section,
Archive,Windcave EFTPOS Machine,"Wind Cave QuickStart Guide: https://www.windcave.com/Document/Move5000_QSG_v1.1.pdf 
NOTE: Please turn EFTPOS machines off at the end of the shift by taking the machine off the base and holding the CLEAR+Func. Keys.  

    Connect EFTPOS machine to power 
    Plug the EFTPOS machines into a powerpoint, and ensure machine is docked to the base. 
    To turn the machine on, please hold down the CLEAR+Func. Keys.  
    Connect Laptop and EFTPOS machine to Telstra dongle 
    Turn the Telstra Dongle on and connect Laptop to dongle (TPW4G_G3UZ76) or Box Office Wifi (MSO BoxOffice2G/5G) 
    EFTPOS will automatically connect to dongle 


----------------------------------------

    EFTPOS Machine 1 (see back label) is set up to the NEW THINKBOOK box office laptop #1 (White) only. 
    EFTPOS Machine 2 (see back label) is set up to the OLD Box Office YOGA laptop #2 (Blue) only. 

"
Archive,2025 Brochure Season Send out,"2025 Brochures
I've added a promotion for subscribers who were sent a brochure in the mail. This is under Promotions, source name is '2025 Brochure Sub Mail-Out' and the date these were sent with Aus Post was 18/07/24 (also the promotion date). If a customer is in a household it will be under the household account. Noting this mail-out was just 2024 subscribers and if they were a No on mail permissions they wouldn't be included. We will also be doing a prospect mail-out next week and will add that promotion once sent."
